income_t_id,fiscal_date_ending,gross_profit,total_revenue,cost_of_revenue,costof_goods_and_services_sold,operating_income,selling_general_and_administrative,research_and_development,operating_expenses,investment_income_net,net_interest_income,interest_income,interest_expense,non_interest_income,other_non_operating_income,depreciation,depreciation_and_amortization,income_before_tax,income_tax_expense,interest_and_debt_expense,net_income_from_continuing_operations,comprehensive_income_net_of_tax,ebit,ebitda,net_income,symbol,sector,year,quarter,company_id,name
96,2023-12-31,11338000000,13711000000,2373000000,4637000000,3267000000,1052000000,0,8290000000,0,-1319000000,-1312000000,7000000,924000000,0,0,2188000000,1464000000,406000000,10000000,1229000000,1058000000,3267000000,5200000000,1058000000,CHTR,Comunicacion,2023,Q4,4,Charter Communications Inc
97,2023-09-30,12510000000,13584000000,1074000000,8299000000,3126000000,1076000000,0,8299000000,0,-1306000000,-1297000000,9000000,134000000,0,0,2130000000,1624000000,369000000,0,1436000000,1255000000,3126000000,1710000000,1255000000,CHTR,Comunicacion,2023,Q3,4,Charter Communications Inc
98,2023-06-30,12597000000,13659000000,1062000000,8305000000,3240000000,1063000000,0,8305000000,0,-1298000000,-1291000000,7000000,-49000000,-85000000,0,2172000000,1667000000,444000000,0,1413000000,1223000000,3240000000,1653000000,1223000000,CHTR,Comunicacion,2023,Q2,4,Charter Communications Inc
99,2023-03-31,12501000000,13653000000,1152000000,8511000000,2926000000,1154000000,0,8511000000,0,-1265000000,-1268000000,-3000000,-59000000,-104000000,0,2102000000,1395000000,374000000,-3000000,1183000000,1021000000,2926000000,5028000000,1021000000,CHTR,Comunicacion,2023,Q1,4,Charter Communications Inc
100,2022-12-31,11431000000,13674000000,2243000000,8302000000,3040000000,956000000,0,8302000000,0,-1227000000,-1232000000,-5000000,1064000000,-9000000,0,2183000000,1615000000,419000000,-5000000,1385000000,1196000000,3040000000,5223000000,1196000000,CHTR,Comunicacion,2022,Q4,4,Charter Communications Inc
101,2022-09-30,12787000000,13550000000,763000000,7277000000,2924000000,970000000,0,8247000000,0,-1160000000,-1165000000,-5000000,-64000000,-37000000,0,2140000000,1545000000,360000000,0,1367000000,1185000000,2924000000,5064000000,1185000000,CHTR,Comunicacion,2022,Q3,4,Charter Communications Inc
102,2022-06-30,12705000000,13598000000,893000000,7387000000,3227000000,910000000,0,8193000000,0,-1109000000,-1113000000,-4000000,123000000,79000000,0,2259000000,1960000000,489000000,3000000,1708000000,1471000000,3227000000,5486000000,1471000000,CHTR,Comunicacion,2022,Q2,4,Charter Communications Inc
103,2022-03-31,12244000000,13200000000,956000000,7308000000,2771000000,973000000,0,8134000000,0,-1060000000,-1063000000,-3000000,64000000,23000000,0,2304000000,1548000000,345000000,-3000000,1389000000,1203000000,2771000000,5075000000,1203000000,CHTR,Comunicacion,2022,Q1,4,Charter Communications Inc
104,2021-12-31,12016000000,13212000000,1196000000,7931000000,2956000000,889000000,0,7931000000,0,-1034000000,-1037000000,-3000000,15000000,136000000,0,400000000,1834000000,224000000,-3000000,1834000000,1610000000,2956000000,2231000000,1610000000,CHTR,Comunicacion,2021,Q4,4,Charter Communications Inc
105,2021-09-30,11868000000,13146000000,1278000000,7958000000,2927000000,886000000,0,7958000000,0,-1016000000,-1021000000,-5000000,-86000000,-157000000,0,377000000,1564000000,347000000,69000000,1407000000,1217000000,2927000000,1936000000,1217000000,CHTR,Comunicacion,2021,Q3,4,Charter Communications Inc
106,2021-06-30,11559000000,12802000000,1243000000,7882000000,2575000000,841000000,0,7882000000,0,-1004000000,-1012000000,-8000000,-143000000,-132000000,0,410000000,1301000000,281000000,46000000,1158000000,1020000000,2575000000,1703000000,1020000000,CHTR,Comunicacion,2021,Q2,4,Charter Communications Inc
107,2021-03-31,11215000000,12522000000,1307000000,7711000000,2068000000,885000000,0,7711000000,0,-983000000,-990000000,-7000000,4000000,52000000,0,440000000,1023000000,216000000,22000000,921000000,807000000,2068000000,1456000000,807000000,CHTR,Comunicacion,2021,Q1,4,Charter Communications Inc
108,2020-12-31,12624000000,12624000000,1328000000,7718000000,2462000000,846000000,0,7718000000,0,-965000000,-975000000,-10000000,48000000,-18000000,0,500000000,1500000000,254000000,12000000,2462000000,1246000000,2462000000,1990000000,1246000000,CHTR,Comunicacion,2020,Q4,4,Charter Communications Inc
109,2020-09-30,10608000000,12039000000,1431000000,7483000000,2172000000,871000000,0,7483000000,0,-946000000,-956000000,-10000000,-55000000,-13000000,0,445000000,991000000,177000000,58000000,932000000,814000000,2172000000,1426000000,814000000,CHTR,Comunicacion,2020,Q3,4,Charter Communications Inc
110,2020-06-30,10420000000,11696000000,1276000000,7297000000,1969000000,809000000,0,7297000000,0,-957000000,-966000000,-9000000,31000000,-9000000,0,478000000,932000000,166000000,36000000,876000000,766000000,1969000000,1401000000,766000000,CHTR,Comunicacion,2020,Q2,4,Charter Communications Inc
111,2020-03-31,10384000000,11738000000,1354000000,7432000000,1802000000,856000000,0,7432000000,0,-980000000,-992000000,-12000000,-237000000,9000000,0,508000000,425000000,29000000,15000000,467000000,396000000,1802000000,921000000,396000000,CHTR,Comunicacion,2020,Q1,4,Charter Communications Inc
112,2019-12-31,11761000000,11761000000,1565000000,7309000000,1959000000,825000000,0,7309000000,0,-964000000,-980000000,-16000000,-86000000,-4000000,0,602000000,824000000,110000000,9000000,1959000000,716000000,1959000000,1410000000,714000000,CHTR,Comunicacion,2019,Q4,4,Charter Communications Inc
113,2019-09-30,10076000000,11450000000,1374000000,7435000000,1586000000,864000000,0,7435000000,0,-963000000,-962000000,1000000,18000000,-5000000,0,519000000,513000000,126000000,1000000,467000000,387000000,1586000000,1033000000,387000000,CHTR,Comunicacion,2019,Q3,4,Charter Communications Inc
114,2019-06-30,9794000000,11347000000,1553000000,7244000000,1541000000,959000000,0,7244000000,0,-945000000,-943000000,2000000,-75000000,-16000000,0,551000000,398000000,84000000,2000000,386000000,314000000,1541000000,951000000,314000000,CHTR,Comunicacion,2019,Q2,4,Charter Communications Inc
115,2019-03-31,9817000000,11206000000,1389000000,7236000000,1425000000,820000000,0,7236000000,0,-925000000,-980000000,-55000000,-3000000,-110000000,0,578000000,372000000,119000000,-55000000,317000000,253000000,1425000000,895000000,253000000,CHTR,Comunicacion,2019,Q1,4,Charter Communications Inc
116,2018-12-31,11231000000,11231000000,1841000000,7139000000,1439000000,1186000000,0,7139000000,0,-910000000,-975000000,-65000000,-71000000,-2000000,0,600000000,298000000,2000000,-65000000,1439000000,296000000,1439000000,833000000,296000000,CHTR,Comunicacion,2018,Q4,4,Charter Communications Inc
117,2018-09-30,9655000000,10892000000,1237000000,7012000000,1380000000,861000000,0,7012000000,0,-901000000,-966000000,-65000000,34000000,-5000000,0,583000000,602000000,109000000,0,584000000,493000000,1380000000,1120000000,493000000,CHTR,Comunicacion,2018,Q3,4,Charter Communications Inc
118,2018-06-30,9401000000,10854000000,1453000000,6873000000,1360000000,839000000,0,6873000000,0,-878000000,-966000000,-88000000,31000000,-47000000,0,614000000,314000000,41000000,0,339000000,272000000,1360000000,840000000,273000000,CHTR,Comunicacion,2018,Q2,4,Charter Communications Inc
119,2018-03-31,9209000000,10657000000,1448000000,6836000000,1042000000,803000000,0,6836000000,0,-851000000,-940000000,-89000000,-65000000,-23000000,0,645000000,196000000,28000000,-89000000,223000000,168000000,1042000000,752000000,168000000,CHTR,Comunicacion,2018,Q1,4,Charter Communications Inc
120,2023-12-31,5602000000,21441000000,15839000000,10144000000,4433000000,5522000000,0,5695000000,133000000,-248000000,133000000,248000000,0,177000000,0,721000000,4471000000,1003000000,248000000,3493000000,3884000000,4719000000,5440000000,3468000000,PG,Consumo Basico,2023,Q4,5,Procter & Gamble Company
121,2023-09-30,5064000000,21871000000,16807000000,10501000000,5767000000,5604000000,0,6303000000,128000000,-225000000,97000000,225000000,0,132000000,0,702000000,5767000000,1246000000,225000000,4556000000,4157000000,5992000000,6694000000,4521000000,PG,Consumo Basico,2023,Q3,5,Procter & Gamble Company
122,2023-06-30,5514000000,20553000000,15039000000,10613000000,4162000000,5778000000,2000000000,6390000000,116000000,-240000000,116000000,240000000,0,195000000,0,-1681000000,4225000000,841000000,240000000,3392000000,3430000000,4465000000,2784000000,3384000000,PG,Consumo Basico,2023,Q2,5,Procter & Gamble Company
123,2023-03-31,4166000000,20068000000,15902000000,10404000000,4248000000,5416000000,0,5498000000,83000000,-222000000,83000000,222000000,0,179000000,0,692000000,4261000000,864000000,222000000,3424000000,3637000000,4483000000,5175000000,3397000000,PG,Consumo Basico,2023,Q1,5,Procter & Gamble Company
124,2022-12-31,4706000000,20773000000,16067000000,10897000000,4785000000,5091000000,0,5170000000,66000000,-171000000,105000000,171000000,0,155000000,0,653000000,4809000000,876000000,171000000,3959000000,4238000000,4980000000,5633000000,3933000000,PG,Consumo Basico,2022,Q4,5,Procter & Gamble Company
125,2022-09-30,4276000000,20612000000,16336000000,10846000000,4939000000,4827000000,0,5489000000,42000000,-123000000,81000000,123000000,0,139000000,0,663000000,4973000000,1034000000,123000000,3963000000,3317000000,5096000000,5759000000,3939000000,PG,Consumo Basico,2022,Q3,5,Procter & Gamble Company
126,2022-06-30,5118000000,19515000000,14397000000,10802000000,3598000000,5115000000,2000000000,5594000000,21000000,-115000000,21000000,115000000,0,146000000,0,-1773000000,3644000000,592000000,115000000,3058000000,4311000000,3759000000,1986000000,3052000000,PG,Consumo Basico,2022,Q2,5,Procter & Gamble Company
127,2022-03-31,3945000000,19381000000,15436000000,10326000000,4024000000,5031000000,0,5110000000,9000000,-109000000,9000000,109000000,0,147000000,0,690000000,4059000000,704000000,109000000,3367000000,3471000000,4168000000,4858000000,3355000000,PG,Consumo Basico,2022,Q1,5,Procter & Gamble Company
128,2021-12-31,5094000000,20953000000,15859000000,10664000000,5168000000,5121000000,0,5195000000,10000000,-106000000,96000000,106000000,0,167000000,0,684000000,5220000000,997000000,106000000,4242000000,4721000000,5326000000,6010000000,4223000000,PG,Consumo Basico,2021,Q4,5,Procter & Gamble Company
129,2021-09-30,4312000000,20338000000,16026000000,10365000000,5023000000,4950000000,0,5588000000,11000000,-109000000,98000000,109000000,0,110000000,0,711000000,5021000000,909000000,109000000,4126000000,3794000000,5130000000,5841000000,4112000000,PG,Consumo Basico,2021,Q3,5,Procter & Gamble Company
130,2021-06-30,4917000000,18946000000,14029000000,9791000000,3540000000,5615000000,1900000000,6137000000,15000000,-117000000,15000000,117000000,16000000,126000000,0,-1707000000,3562000000,656000000,117000000,2908000000,4651000000,3679000000,1972000000,2906000000,PG,Consumo Basico,2021,Q2,5,Procter & Gamble Company
131,2021-03-31,3573000000,18109000000,14536000000,8922000000,3785000000,5402000000,0,5614000000,11000000,-106000000,95000000,106000000,0,187000000,0,683000000,3897000000,628000000,106000000,3249000000,2871000000,4003000000,4686000000,3269000000,PG,Consumo Basico,2021,Q1,5,Procter & Gamble Company
132,2020-12-31,5236000000,19745000000,14509000000,9253000000,5380000000,5112000000,0,5256000000,9000000,-143000000,9000000,143000000,0,-369000000,0,671000000,4844000000,990000000,143000000,3887000000,4644000000,4987000000,5658000000,3854000000,PG,Consumo Basico,2020,Q4,5,Procter & Gamble Company
133,2020-09-30,4588000000,19318000000,14730000000,9142000000,5281000000,4895000000,0,5576000000,10000000,-136000000,126000000,136000000,0,142000000,0,671000000,5266000000,989000000,136000000,4308000000,4561000000,5402000000,6073000000,4277000000,PG,Consumo Basico,2020,Q3,5,Procter & Gamble Company
134,2020-06-30,17698000000,17698000000,12740000000,8942000000,3481000000,5275000000,1800000000,5594000000,22000000,-157000000,135000000,157000000,-7000000,115000000,0,-1839000000,3475000000,675000000,157000000,3481000000,2551000000,3632000000,1793000000,2800000000,PG,Consumo Basico,2020,Q2,5,Procter & Gamble Company
135,2020-03-31,3144000000,17214000000,14070000000,8716000000,3453000000,5045000000,0,5354000000,39000000,-100000000,39000000,100000000,0,106000000,0,799000000,3458000000,541000000,100000000,2957000000,1943000000,3558000000,4357000000,2917000000,PG,Consumo Basico,2020,Q1,5,Procter & Gamble Company
136,2019-12-31,4286000000,18240000000,13954000000,8869000000,4482000000,4889000000,0,5085000000,36000000,-100000000,36000000,100000000,0,114000000,0,677000000,4506000000,789000000,100000000,3743000000,4073000000,4606000000,5283000000,3717000000,PG,Consumo Basico,2019,Q4,5,Procter & Gamble Company
137,2019-09-30,3474000000,17798000000,14324000000,8723000000,4290000000,4785000000,0,5599000000,58000000,-108000000,58000000,108000000,0,103000000,0,723000000,4319000000,726000000,108000000,3617000000,3231000000,4427000000,5150000000,3593000000,PG,Consumo Basico,2019,Q3,5,Procter & Gamble Company
138,2019-06-30,17094000000,17094000000,20955000000,8938000000,-5192000000,5003000000,1861000000,13609000000,52000000,-111000000,52000000,111000000,0,186000000,0,-1655000000,-5069000000,172000000,111000000,-5192000000,-5209000000,-4958000000,-6613000000,-5241000000,PG,Consumo Basico,2019,Q2,5,Procter & Gamble Company
139,2019-03-31,3015000000,16462000000,13447000000,8427000000,3229000000,4806000000,0,5020000000,52000000,-131000000,79000000,131000000,0,128000000,0,711000000,3247000000,502000000,131000000,2776000000,2933000000,3378000000,4089000000,2745000000,PG,Consumo Basico,2019,Q1,5,Procter & Gamble Company
140,2018-12-31,3638000000,17438000000,13800000000,8919000000,3896000000,4623000000,0,4881000000,63000000,-138000000,0,138000000,0,95000000,0,650000000,3894000000,700000000,138000000,3216000000,3171000000,4032000000,4682000000,3194000000,PG,Consumo Basico,2018,Q4,5,Procter & Gamble Company
141,2018-09-30,2774000000,16690000000,13916000000,8484000000,3554000000,4652000000,0,5071000000,53000000,-129000000,0,129000000,0,462000000,0,643000000,3928000000,729000000,129000000,3211000000,3141000000,4057000000,4700000000,3199000000,PG,Consumo Basico,2018,Q3,5,Procter & Gamble Company
142,2018-06-30,16503000000,16503000000,12598000000,9070000000,2587000000,4846000000,1908000000,5480000000,63000000,-136000000,0,136000000,-170000000,-225000000,0,-1782000000,2290000000,399000000,482000000,1890000000,1033000000,2426000000,644000000,1891000000,PG,Consumo Basico,2018,Q2,5,Procter & Gamble Company
143,2018-03-31,2883000000,16281000000,13265000000,8384000000,3209000000,4688000000,0,4922000000,69000000,-133000000,0,133000000,0,108000000,0,716000000,3224000000,713000000,133000000,2540000000,2791000000,3357000000,4073000000,2511000000,PG,Consumo Basico,2018,Q1,5,Procter & Gamble Company
144,2023-12-31,6215000000,10849000000,4634000000,4634000000,2273000000,3799000000,0,4008000000,267000000,-413000000,267000000,413000000,-179000000,-6000000,0,271000000,2469000000,496000000,413000000,1986000000,2513000000,2882000000,3156000000,1973000000,KO,Consumo Basico,2023,Q4,6,The Coca-Cola Company
145,2023-09-30,7296000000,11953000000,4657000000,4657000000,3270000000,3667000000,0,4027000000,248000000,-368000000,248000000,368000000,9000000,-130000000,0,290000000,3541000000,454000000,368000000,3083000000,2289000000,3909000000,4195000000,3087000000,KO,Consumo Basico,2023,Q3,6,The Coca-Cola Company
146,2023-06-30,7060000000,11972000000,4912000000,4912000000,2401000000,3321000000,0,4725000000,224000000,-374000000,224000000,374000000,22000000,91000000,0,122085,2906000000,359000000,374000000,2521000000,2852000000,3280000000,2682000000,2547000000,KO,Consumo Basico,2023,Q2,6,The Coca-Cola Company
147,2023-03-31,6663000000,10980000000,4317000000,4317000000,3367000000,3185000000,0,2854000000,168000000,-372000000,168000000,372000000,-24000000,615000000,0,41584,4047000000,940000000,372000000,3113000000,3680000000,4419000000,4711000000,3107000000,KO,Consumo Basico,2023,Q1,6,The Coca-Cola Company
148,2022-12-31,5612000000,10125000000,4513000000,4513000000,2075000000,3431000000,0,3541000000,143000000,-304000000,178000000,304000000,330000000,247000000,0,54880,2475000000,444000000,304000000,2056000000,3005000000,2779000000,3111000000,2031000000,KO,Consumo Basico,2022,Q4,6,The Coca-Cola Company
149,2022-09-30,6497000000,11063000000,4566000000,4566000000,3088000000,3279000000,0,3466000000,128000000,-198000000,128000000,198000000,-95000000,-53000000,0,27081,3447000000,622000000,198000000,2822000000,1757000000,3645000000,3949000000,2825000000,KO,Consumo Basico,2022,Q3,6,The Coca-Cola Company
150,2022-06-30,6495000000,11325000000,4830000000,4830000000,2341000000,3203000000,0,4250000000,100000000,-198000000,100000000,198000000,-129000000,-351000000,0,86065,2289000000,384000000,198000000,1900000000,444000000,2487000000,3681000000,1905000000,KO,Consumo Basico,2022,Q2,6,The Coca-Cola Company
151,2022-03-31,6400000000,10491000000,4091000000,4091000000,3405000000,2967000000,0,3020000000,78000000,-182000000,78000000,182000000,-256000000,-105000000,0,60459,3446000000,665000000,182000000,2793000000,3771000000,3628000000,3964000000,2781000000,KO,Consumo Basico,2022,Q1,6,The Coca-Cola Company
152,2021-12-31,5376000000,9464000000,4088000000,4088000000,1672000000,3336000000,0,2722000000,71000000,-165000000,71000000,165000000,-675000000,2373000000,0,71391,2924000000,510000000,724000000,2450000000,2334000000,3089000000,3790000000,2414000000,KO,Consumo Basico,2021,Q4,6,The Coca-Cola Company
